"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
mfq_5,mfq_short,,radio,"הרגשתי עייף/ה ופשוט ישבתי ולא עשיתי כלום","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,mfq,,
mfq_7,mfq_short,,radio,"הייתי מאוד חסר/ת מנוחה","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,mfq,,
mfq_8,mfq_short,,radio,"הרגשתי שאני לא שווה יותר","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,mfq,,
mfq_14,mfq_short,,radio,"בכיתי הרבה","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,mfq,,
mfq_21,mfq_short,,radio,"היה לי קשה להתרכז בדברים","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,mfq,,
mfq_23,mfq_short,,radio,"שנאתי את עצמי","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,mfq,,
mfq_24,mfq_short,,radio,"הרגשתי שאני בן אדם רע","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,mfq,,
mfq_27,mfq_short,,radio,"הרגשתי בודד/ה","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,mfq,,
mfq_28,mfq_short,,radio,"חשבתי שאף אחד לא באמת אוהב אותי","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,mfq,,
mfq_30,mfq_short,,radio,"חשבתי שאני אף פעם לא אהיה טוב כמו ילדים אחרים","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,mfq,,
mfq_31,mfq_short,,radio,"הרגשתי שכל מה שעשיתי היה לא טוב","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,mfq,,
mfq_sum,mfq_short,,calc,"MFQ sum","sum([mfq_1],[mfq_2],[mfq_5],[mfq_7],[mfq_8],[mfq_14],[mfq_21],[mfq_23],[mfq_24],[mfq_27],[mfq_28],[mfq_30],[mfq_31])",,,,,,,,,,,," @HIDDEN-SURVEY"
scared_1,scared_sr,"לפניך רשימת משפטים המתארים כיצד אנשים מרגישים. 
לגבי כל משפט ציין/י עד כמה הוא מתאר אותך בשבועיים האחרונים. ",radio,"כשאני מפחד קשה לי לנשום","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1_25d305,," @HIDDEN"
scared_2,scared_sr,,radio,"יש לי כאבי ראש כשאני בבית הספר","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1_25d305,," @HIDDEN"
scared_3,scared_sr,,radio,"אני לא אוהב/ת להיות עם אנשים שאני לא מכיר","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1_25d305,," @HIDDEN"
scared_4,scared_sr,,radio,"אני מפחד/ת כשאני ישן/ה רחוק מהבית","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1_25d305,," @HIDDEN"
scared_5,scared_sr,,radio,"אני מודאג/ת מכך שאנשים לא יחבבו אותי","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1_25d305,," @HIDDEN"
scared_6,scared_sr,,radio,"כשאני מפחד/ת, אני מרגיש/ה שאני עומד/ת להתעלף","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1_25d305,," @HIDDEN"
scared_7,scared_sr,,radio,"אני מתוח/ה","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1_25d305,," @HIDDEN"
scared_8,scared_sr,,radio,"אני הולך/ת עם ההורים לכל מקום שהם הולכים","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1_25d305,," @HIDDEN"
scared_9,scared_sr,,radio,"אנשים אומרים לי שאני נראה/ת מתוח","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1_25d305,," @HIDDEN"
scared_10,scared_sr,,radio,"אני מרגיש/ה מתוח/ה עם אנשים שאני לא מכיר/ה היטב","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1_25d305,," @HIDDEN"
scared_11,scared_sr,,radio,"יש לי כאבי בטן כשאני בבית הספר","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2_3e049f,," @HIDDEN"
scared_12,scared_sr,,radio,"כשאני מפחד/ת, אני מרגיש/ה שאני עומד להשתגע","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2_3e049f,," @HIDDEN"
scared_13,scared_sr,,radio,"אני חושש/ת לישון לבד","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2_3e049f,," @HIDDEN"
scared_14,scared_sr,,radio,"אני דואג/ת שאני לא טוב/ה כמו אנשים אחרים","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2_3e049f,," @HIDDEN"
scared_15,scared_sr,,radio,"כשאני מפחד/ת, אני מרגיש/ה שהדברים אינם אמיתיים","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2_3e049f,," @HIDDEN"
scared_16,scared_sr,,radio,"יש לי סיוטי לילה על כך שיקרה משהו רע להורים שלי","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2_3e049f,," @HIDDEN"
scared_17,scared_sr,,radio,"אני מודאג/ת מזה שאני צריך לבית הספר","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2_3e049f,," @HIDDEN"
scared_18,scared_sr,,radio,"כשאני מפחד/ת הלב שלי דופק מהר","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2_3e049f,," @HIDDEN"
scared_19,scared_sr,,radio,"לעיתים אני רועד/ת מפחד","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2_3e049f,," @HIDDEN"
scared_20,scared_sr,,radio,"יש לי סיוטי לילה על כך שיקרה לי משהו רע","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2_3e049f,," @HIDDEN"
scared_21,scared_sr,,radio,"אני דואג/ת שדברים לא יסתדרו לי","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_3_a87e8d,," @HIDDEN"
scared_22,scared_sr,,radio,"כשאני מפחד/ת, אני מאוד מזיע/ה","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_3_a87e8d,," @HIDDEN"
scared_23,scared_sr,,radio,"אני דאגן/ית","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_3_a87e8d,," @HIDDEN"
scared_24,scared_sr,,radio,"אני נהיה/ת מאוד מפוחד/ת ללא שום סיבה","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_3_a87e8d,,
scared_25,scared_sr,,radio,"אני מפחד/ת להיות לבד בבית","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_3_a87e8d,,
scared_26,scared_sr,,radio,"קשה לי לדבר עם אנשים שאני לא מכיר","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_3_a87e8d,," @HIDDEN"
scared_27,scared_sr,,radio,"כשאני מפחד/ת, אני מרגיש/ה כאילו אני נחנק","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_3_a87e8d,," @HIDDEN"
scared_28,scared_sr,,radio,"אנשים אומרים לי שאני דואג/ת יותר מדי","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_3_a87e8d,,
scared_29,scared_sr,,radio,"אני לא אוהב/ת להיות רחוק/ה מהמשפחה שלי","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_3_a87e8d,," @HIDDEN"
scared_30,scared_sr,,radio,"אני מפחד שיהיו לי התקפי חרדה (או פאניקה)","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_3_a87e8d,," @HIDDEN"
scared_31,scared_sr,,radio,"אני דואג/ת שמשהו רע יקרה להורים שלי","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_4_fcf016,," @HIDDEN"
scared_32,scared_sr,,radio,"אני מתבייש/ת בחברת אנשים שאני לא מכיר/ה","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_4_fcf016,," @HIDDEN"
scared_33,scared_sr,,radio,"אני דואג/ת לגבי העתיד","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_4_fcf016,," @HIDDEN"
scared_34,scared_sr,,radio,"כשאני מפחד/ת, אני מרגיש/ה שאני עומד להקיא","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_4_fcf016,," @HIDDEN"
scared_35,scared_sr,,radio,"אני דואג/ת האם אני עושה דברים בצורה טובה","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_4_fcf016,," @HIDDEN"
scared_36,scared_sr,,radio,"אני מפחד/ת ללכת לבית הספר","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_4_fcf016,,
scared_37,scared_sr,,radio,"יש לי דאגות על דברים שקרו בעבר","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_4_fcf016,," @HIDDEN"
scared_38,scared_sr,,radio,"כשאני מפחד/ת, אני מרגיש/ה סחרחורת","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_4_fcf016,," @HIDDEN"
scared_39,scared_sr,,radio,"אני מתרגש/ת כשאני עם ילדים או עם מבוגרים ואני צריך/ה לעשות משהו כשהם מסתכלים עליי (לקרוא, לדבר או לשחק)","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_4_fcf016,," @HIDDEN"
scared_40,scared_sr,,radio,"אני מתרגש/ת כשאני הולך/ת למסיבות או לאירועים שבהם יהיו אנשים שאני לא מכיר/ה היטב","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_4_fcf016,," @HIDDEN"
scared_41,scared_sr,,radio,"אני ביישן/ית","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_4_fcf016,,
scared_score,scared_sr,,calc,"SCARED Score",,,,,,,,,,,,," @HIDDEN-SURVEY"
ders_s_1,derss_c,"אנו מעוניינים לשאול אותך שאלות הנוגעות לרגשות.  במיוחד כיצד את/ה שולט/ת ברגשותיך..

אנא קרא/י כל משפט וסמן  עד כמה הוא מתאים לרגשותיך ברגע זה.

סולם התשובות נע בין 1- בכלל לא 
 לבין 5- במידה רבה מאוד

נס/י למלא את כל השאלות וזכור/זכרי כי אין תשובות נכונות או לא נכונות. 

אם ישנה שאלה לא ברורה אנא בקש/י הבהרה לגביה.  ",radio,"אני מרגיש/ה אשם/ה שאני מרגיש/ה כך","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec1,,
ders_s_2,derss_c,,radio,"אני שם/ה לב לרגשותיי","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec1,,
ders_s_3,derss_c,,radio,"אני מרגיש/ה חסר/ת שליטה","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec1,,
ders_s_4,derss_c,,radio,"אני נבוך/ה מאיך שאני מרגיש/ה","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec1,,
ders_s_5,derss_c,,radio,"אני מרגיש/ה רע מאוד עם עצמי","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec1,,
ders_s_6,derss_c,,radio,"אני מכיר/ה ברגשותיי","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec1,,
ders_s_7,derss_c,,radio,"אין לי מושג איך אני  מרגיש/ה","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec1,,
ders_s_8,derss_c,,radio,"אני מתבייש/ת בעצמי על איך שאני מרגיש/ה","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec1,,
ders_s_9,derss_c,,radio,"אני מתקשה לבצע דברים  שאני צריך/ה לעשות עכשיו","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec2,,
ders_s_10,derss_c,,radio,"אני מאמין/ה שאמשיך להרגיש כך לזמן ארוך","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec2,,
ders_s_11,derss_c,,radio,"אכפת לי ממה שאני מרגיש/ה","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec2,,
ders_s_12,derss_c,,radio,"אני כועס/ת על עצמי על  איך שאני מרגיש/ה","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec2,,
ders_s_13,derss_c,,radio,"אני מתקשה לשלוט בהתנהגויות שלי","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec2,,
ders_s_14,derss_c,,radio,"אני מבולבל/ת לגבי איך שאני מרגיש/ה","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec2,,
ders_s_15,derss_c,,radio,"אני מאמין/ה שבסוף אני אהיה מדוכא/ת מאוד","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec2,,
ders_s_16,derss_c,,radio,"אני נותן/ת לעצמי זמן כדי להבין מה אני באמת מרגיש/ה","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec2,,
ders_s_17,derss_c,,radio,"הרגשות שלי יצאו מכלל שליטה","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec3,,
ders_s_18,derss_c,,radio,"אני כועס/ת על עצמי על איך שאני מרגיש/ה","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec3,,
ders_s_19,derss_c,,radio,"אני מאמין/ה שהרגשות שלי  תקפים (לגיטימיים) וחשובים","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec3,,
ders_s_20,derss_c,,radio,"אני מרגיש/ה שאני אדם  חלש/ה בגלל איך שאני מרגישה","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec3,,
ders_s_21,derss_c,,radio,"הרגשות שלי מציפים אותי","1, 1-בכלל לא | 2, 2- במידה מועטה | 3, 3-במידה בינונית | 4, 4-במידה רבה | 5, 5-במידה רבה מאוד",,,,,,,y,,,ders_s_sec3,,
pds_events,cpss_c,,checkbox,"ילדים רבים עוברים בחיים אירוע קשה ומלחיץ . 
(טראומה)
לפניך רשימה של
אירועים קשים. אנא סמני בעיגול את המספר שליד כל אחד מהאירועים שעברת
 במהלך החיים שלך.
","1, תאונה רצינית, תאונת דרכים, שריפה | 2, אסון טבע (רעידת אדמה, שטפון) | 3, תקיפה (מכות חזקות, דקירה או איום באקדח) | 4, תקיפה מינית | 5, מגע עם מישהו שמבוגר ממך )מגע באברי המין, בחזה) | 6, קרב או אזור לחימה | 7, פיגוע טרור במקום ציבורי | 8, פיגוע טרור ביישוב (למשל חדירה לבית) | 9, פיגוע ירי | 10, כליאה | 11, עינויים | 12, מחלה מסכנת חיים | 13, אירוע קשה אחר",,,,,,,y,,,,,
pds1_events,cpss_c,,text,"אם סימנת ""אחר"" אנא פרט ",,,,,,,"[pds_events]= '13'",,,,,,
pds2_events,cpss_c,,checkbox,"<div class=""rich-text-field-label""><p style=""text-align: left;"">אנא סמן  את האירוע ש<span style=""text-decoration: underline;"">מפחיד/ מפריע לך במיוחד</span></p> <p> </p></div>","1, תאונה רצינית, תאונת דרכים, שריפה | 2, אסון טבע (רעידת אדמה, שטפון) | 3, תקיפה (מכות חזקות, דקירה או איום באקדח) | 4, תקיפה מינית | 5, מגע עם מישהו שמבוגר ממך )מגע באברי המין, בחזה) | 6, קרב או אזור לחימה | 7, פיגוע טרור במקום ציבורי | 8, פיגוע טרור ביישוב (למשל חדירה לבית) | 9, פיגוע ירי | 10, כליאה | 11, עינויים | 12, מחלה מסכנת חיים | 13, אירוע קשה אחר",,,,,,,y,,,,,
