"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
siq_14,siq,,radio,"חשבתי: ""הלוואי ולא הייתי נולד""","6, 6-כמעט כל יום | 5, 5-מס' פעמים בשבוע | 4, 4-בערך פעם בשבוע | 3, 3-מס' פעמים בחודש | 2, 2-בערך פעם בחודש | 1, 1-היו בעבר, אך לא בחודש האחרון | 0, 0-אף פעם לא היו לי מחשבות כאלו",,,,,,,y,,,siq,,
siq_15,siq,,radio,"חשבתי שלאף אחד לא אכפת אם אני חי או מת","6, 6-כמעט כל יום | 5, 5-מס' פעמים בשבוע | 4, 4-בערך פעם בשבוע | 3, 3-מס' פעמים בחודש | 2, 2-בערך פעם בחודש | 1, 1-היו בעבר, אך לא בחודש האחרון | 0, 0-אף פעם לא היו לי מחשבות כאלו",,,,,,,y,,,siq,,
siq_sum,siq,,calc,"ציון SIQ","sum([siq_1],[siq_2],[siq_3],[siq_4],[siq_5],[siq_6],[siq_7],[siq_8],[siq_9],[siq_10],[siq_11],[siq_12],[siq_13],[siq_14],[siq_15])",,,,,,,,,,,," @HIDDEN-SURVEY"
sdq_1,sdq,"לכל פריט, אנא הקף/י את המספר המתאים בכדי לציין האם לגביך הוא לא נכון בכלל, נכון חלקית או מאוד נכון.
בסס/י את תשובותיך על השבועיים האחרונים:",radio,"אני משתדל/ת להיות נחמד לאחרים, אכפת לי מה הם עושים","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_2,sdq,,radio,"אני חסר/ת מנוחה ולא יכול/ה לשבת בשקט","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_3,sdq,,radio,"לעיתים קרובות יש לי כאבי ראש, כאב בטן או הרגשה לא טובה","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_4,sdq,,radio,"אני בדרך כלל מתחלק/ת עם אחרים (אוכל, משחקים, עטים וכד')","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_5,sdq,,radio,"אני מתרגז/ת מאוד ולעיתים קרובות יש לי התקפי כעס","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_6,sdq,,radio,"אני בדרך כלל לבד, אני משחק/ת לבד או נמצא/ת ביחידות","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_7,sdq,,radio,"בדרך כלל אני עושה מה שמבקשים ממני","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_8,sdq,,radio,"אני דאגן/ית","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_9,sdq,,radio,"אני עוזר/ת כאשר מישהו נפגע, מצוברח או מרגיש לא טוב","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_10,sdq,,radio,"אני מתנועע/ת כל הזמן כאילו אני יושב על הקוצים","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_11,sdq,,radio,"יש לי לפחות חבר טוב אחד","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_12,sdq,,radio,"אני רב/ה הרבה עם אחרים, אני יכול/ה לגרום לאנשים אחרים לעשות מה שאני רוצה","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_13,sdq,,radio,"לעיתים קרובות אני מדוכא/ת, בוכה או לא מאושר/ת","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_14,sdq,,radio,"אחרים בגילי בדרך כלל אוהבים אותי","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_15,sdq,,radio,"קל להסיח את דעתי, קשה לי להתרכז","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_16,sdq,,radio,"במצבים חדשים אני מאבד/ת ביטחון עצמי בקלות","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_17,sdq,,radio,"אני נחמד/ה לילדים צעירים ממני","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_18,sdq,,radio,"לעיתים קרובות מאשימים אותי בשקר או במרמה","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_19,sdq,,radio,"ילדים אחרים מציקים לי או מתנהגים כלפיי בבריונות","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_20,sdq,,radio,"לעיתים קרובות אני מתנדב/ת לעזור לאחרים (הורים, מורים, ילדים אחרים)","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_21,sdq,,radio,"אני חושב/ת לפני שאני פועל","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_22,sdq,,radio,"אני לוקח/ת דברים שהם לא שלי מהבית, מבית הספר או ממקומות אחרים","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_23,sdq,,radio,"אני מסתדר/ת טוב יותר עם מבוגרים מאשר עם בני גילי","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_24,sdq,,radio,"יש לי הרבה פחדים, קל להפחיד אותי","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sdq_25,sdq,,radio,"אני מסיים/ת משימות, יש לי יכולת ריכוז טובה","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,,sdq,,
sci_af_ca_1,sciafca,"שאלון זה כולל מספר שאלות על האופן בו את/ה מרגיש/ה בימים האחרונים.
בבקשה ענה/י לפי הימים האחרונים, כשהרגשת במצב הכי גרוע שלך",radio,"האם פחדת שתמות?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_2,sciafca,,radio,"האם חשת תחושות מוזרות בגופך?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_3,sciafca,,radio,"האם הרגשת שכואב לך כל כך עד שאינך יכול לסבול זאת?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_4,sciafca,,radio,"האם הרגשת שראשך מתפוצץ מיותר מדי מחשבות?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_5,sciafca,,radio,"האם הרגשת חסר/ת תקווה?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_6,sciafca,,radio,"האם הרגשת שאין מוצא?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_7,sciafca,,radio,"האם הרגשת שחייך בסכנה?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_8,sciafca,,radio,"האם הרגשת שהעולם סביבך שונה?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_9,sciafca,,radio,"האם הרגשת שכואב לך מאוד וזה לא יכול להיפסק?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_10,sciafca,,radio,"האם גופך או עורך הרגישו מוזר?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_11,sciafca,,radio,"האם הרגשת שמשהו קורה לגופך?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_12,sciafca,,radio,"האם הרגשת שמחשבותיך רצות מהר מדי?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_13,sciafca,,radio,"האם חשת פחד שדברים לעולם לא יהיו נורמליים שוב?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_14,sciafca,,radio,"האם היו לך רגשות שאינך יכול לתאר?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_15,sciafca,,radio,"האם הרגשת חוסר אונים לגבי שינוי?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_1,,
sci_af_ca_16,sciafca,,radio,"האם הרגשת לכוד?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_17,sciafca,,radio,"האם הרגשת כאב שחייב להיפסק?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_18,sciafca,,radio,"האם רצית שמחשבות רעות ייעלמו, אך הן לא?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_19,sciafca,,radio,"האם חשבת שדברים לעולם לא ישתנו?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_20,sciafca,,radio,"האם הרגשת שאין דרך מפלט?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_21,sciafca,,radio,"האם חשת לחץ בראש מלחשוב יותר מדי?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_22,sciafca,,radio,"האם הרגשת שאתה איבדת שליטה בלגרום לדברים להיות טובים יותר?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_23,sciafca,,radio,"האם הרגשת שראשך כואב מיותר מדי מחשבות בתוכו?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_24,sciafca,,radio,"האם הרגשת שאין דרך לתקן את בעיותיך?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_25,sciafca,,radio,"האם חשת שלעולם לא תרגיש יותר טוב בהמשך?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_26,sciafca,,radio,"האם חשבת שמשהו עלול להרוג אותך בפתאומיות כמו תאונת דרכים?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_27,sciafca,,radio,"האם הרגשת שמחשבותיך מבולבלות?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_28,sciafca,,radio,"האם הרגשת מוטרד ממחשבות לא הגיוניות?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_29,sciafca,,radio,"האם התעצבנת בקלות בגלל אחרים?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_30,sciafca,,radio,"האם איבדת שליטה על המזג שלך בקלות?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_2,,
sci_af_ca_31,sciafca,,radio,"האם כעסת רוב הזמן?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_3,,
sci_af_ca_32,sciafca,,radio,"האם העצבנות שלך גרמה לך לבעיות?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_3,,
sci_af_ca_33,sciafca,,radio,"האם היה לך קשה להירדם?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_3,,
sci_af_ca_34,sciafca,,radio,"האם התעוררת במהלך השינה?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_3,,
sci_af_ca_35,sciafca,,radio,"האם הרגשת עייף כאילו שלא ישנת מספיק?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_3,,
sci_af_ca_36,sciafca,,radio,"האם הרגשת שאתה לא מסוגל לדבר על רגשותייך ובעיותיך עם ההורים?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_3,,
sci_af_ca_37,sciafca,,radio,"האם הרגשת שאתה לא מסוגל לדבר על רגשותייך ובעיותיך עם חברים?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_3,,
sci_af_ca_38,sciafca,,radio,"האם הרגשת בודד?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_3,,
sci_af_ca_39,sciafca,,radio,"האם התרחקת מאחרים?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_3,,
sci_af_ca_40,sciafca,,radio,"האם הרגשת שאתה לא מסוגל להיות עם אחרים?","0, 0-כלל לא | 1, 1-מעט | 2, 2-במידת מה | 3, 3-במידה רבה | 4, 4-במידה רבה מאוד",,,,,,,y,,,sci_af_ca_3,,
scared_1,scared,"לפניך רשימת משפטים המתארים כיצד אנשים מרגישים. 
לגבי כל משפט ציין/י עד כמה הוא מתאר אותך בשבועיים האחרונים. ",radio,"כשאני מפחד קשה לי לנשום","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1,,
scared_2,scared,,radio,"יש לי כאבי ראש כשאני בבית הספר","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1,,
scared_3,scared,,radio,"אני לא אוהב/ת להיות עם אנשים שאני לא מכיר","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1,,
scared_4,scared,,radio,"אני מפחד/ת כשאני ישן/ה רחוק מהבית","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1,,
scared_5,scared,,radio,"אני מודאג/ת מכך שאנשים לא יחבבו אותי","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1,,
scared_6,scared,,radio,"כשאני מפחד/ת, אני מרגיש/ה שאני עומד/ת להתעלף","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1,,
scared_7,scared,,radio,"אני מתוח/ה","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1,,
scared_8,scared,,radio,"אני הולך/ת עם ההורים לכל מקום שהם הולכים","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1,,
scared_9,scared,,radio,"אנשים אומרים לי שאני נראה/ת מתוח","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1,,
scared_10,scared,,radio,"אני מרגיש/ה מתוח/ה עם אנשים שאני לא מכיר/ה היטב","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_1,,
scared_11,scared,,radio,"יש לי כאבי בטן כשאני בבית הספר","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2,,
scared_12,scared,,radio,"כשאני מפחד/ת, אני מרגיש/ה שאני עומד להשתגע","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2,,
scared_13,scared,,radio,"אני חושש/ת לישון לבד","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2,,
scared_14,scared,,radio,"אני דואג/ת שאני לא טוב/ה כמו אנשים אחרים","0, 0-כמעט אף פעם | 1, 1-לפעמים | 2, 2-לעיתים קרובות",,,,,,,y,,,scared_2,,
